studentId,cpf,name,birthDate
81e20859-7743-4d87-a857-80f613270a65,CPF36,Aluno 36,01/01/1990
581a5a64-fb8c-432f-b6cf-a2b4823ed826,CPF37,Aluno 37,01/01/1990
362d8ab6-7e14-490d-90db-ef2c35314d3e,CPF38,Aluno 38,01/01/1990
405ecad1-ae85-4100-b8c6-25013818682c,CPF39,Aluno 39,01/01/1990
c1f24ed8-8fb5-40a0-9c08-78ebc5937ea0,CPF40,Aluno 40,01/01/1990
b647b597-44eb-4360-bff4-db11faae2db4,CPF41,Aluno 41,01/01/1990
13c83d3f-b5bc-4aef-92db-baee70339c12,CPF42,Aluno 42,01/01/1990
73bc408e-cc59-4798-a402-3fa85e88dcb2,CPF43,Aluno 43,01/01/1990
d533618b-6903-4111-8751-74f3dac7ca2e,CPF44,Aluno 44,01/01/1990
45fce045-7f4b-4a00-b430-9d466c80929c,CPF45,Aluno 45,01/01/1990
f1662285-0871-4109-92eb-cd02d2fa49b3,CPF46,Aluno 46,01/01/1990
ef0ec8cf-ccc7-4254-8e53-4556b4f44d97,CPF47,Aluno 47,01/01/1990
7dab836a-4001-4239-8344-361e7db9b5c4,CPF48,Aluno 48,01/01/1990
026f806d-4f21-485f-84bd-11ff80dd4d3b,CPF49,Aluno 49,01/01/1990
635ed491-d3df-4db6-922d-dce41d10c39c,CPF50,Aluno 50,01/01/1990
cae4f1b8-0fdb-4f65-b460-77883d214f51,CPF51,Aluno 51,01/01/1990
4dd82a7a-9406-4eea-9cc5-de6e79ddfcf0,CPF52,Aluno 52,01/01/1990
9bbb194c-cd15-4797-9eb3-0c10fada7853,CPF53,Aluno 53,01/01/1990
35f9e0bf-5cae-4158-b2f3-b01399667edf,CPF54,Aluno 54,01/01/1990
deb47205-3d61-4512-b168-c3835f2b248d,CPF55,Aluno 55,01/01/1990
fd177248-6dec-4210-95bc-8f49763fe0fb,CPF56,Aluno 56,01/01/1990
62b2f520-8066-47ee-92ad-03db0afac563,CPF57,Aluno 57,01/01/1990
1850b51c-f7a5-4cd6-965b-6d05993d9eb0,CPF58,Aluno 58,01/01/1990
77a7286e-d588-495f-91f4-a91782a72a13,CPF59,Aluno 59,01/01/1990
c116e262-01fc-4a97-ad0f-fa36cb08f664,CPF60,Aluno 60,01/01/1990
e1da4b51-c4fe-4bb5-9afd-3b843ebddeea,CPF61,Aluno 61,01/01/1990
24f3b90b-6e61-4004-a57f-2a4d8e358f6a,CPF62,Aluno 62,01/01/1990
307eb60d-af49-475b-b732-5e98aae8c815,CPF63,Aluno 63,01/01/1990
995c2dd7-6966-42c1-bbd7-73028f58c380,CPF64,Aluno 64,01/01/1990
fbdd7e2d-7d9c-4aae-9bbe-88dfb3164016,CPF65,Aluno 65,01/01/1990
45546121-8e60-4f23-9916-124c0d7abd14,CPF66,Aluno 66,01/01/1990
262f50b8-0aac-4adf-a34c-b8390cd46de1,CPF67,Aluno 67,01/01/1990
e6b7769c-d62e-44cc-9d69-649e61bbc80a,CPF68,Aluno 68,01/01/1990
62eb5363-db6f-4412-8111-b9f4229a756c,CPF69,Aluno 69,01/01/1990
acaf0ec7-433a-43aa-991e-bbd4e5083002,CPF70,Aluno 70,01/01/1990
5a397df5-9e99-4647-8e23-019dfa446651,CPF71,Aluno 71,01/01/1990
c581a07f-a9d4-4424-af11-66fd8038af62,CPF72,Aluno 72,01/01/1990
19ad0891-c688-46c9-8e1f-7fb5bd8c720d,CPF73,Aluno 73,01/01/1990
ea7da751-7eae-4956-98af-a1df6dd8dada,CPF74,Aluno 74,01/01/1990
9bc29992-97d2-4543-b1e5-54eccf63dfa3,CPF75,Aluno 75,01/01/1990
c2592e39-a77a-4c8e-92ff-c46e2de2aa81,CPF76,Aluno 76,01/01/1990
cd2031ef-6135-4494-ae2d-903a41de3815,CPF77,Aluno 77,01/01/1990
49fca70f-388b-4f90-9d78-88a767cf2709,CPF78,Aluno 78,01/01/1990
14bd523d-f493-4ace-a58e-55a950393760,CPF79,Aluno 79,01/01/1990
45ed1bc5-f065-4d37-8a32-af3304f532fc,CPF80,Aluno 80,01/01/1990
07c93fc3-8eee-468b-9560-0e9cf58fc53c,CPF81,Aluno 81,01/01/1990
c365e31f-8322-44eb-85dd-db2b40fdef61,CPF82,Aluno 82,01/01/1990
12693f45-493e-49a3-b525-adf9281ecd54,CPF83,Aluno 83,01/01/1990
3cb9fd61-0e05-402e-9d2c-c223443f4af0,CPF84,Aluno 84,01/01/1990
bcaa4c5b-2b0f-4904-9303-2ee0445935ac,CPF85,Aluno 85,01/01/1990
f2eeeadf-84a2-45d3-a386-fcd404d06ca4,CPF86,Aluno 86,01/01/1990
c76bb7d3-c629-4056-8148-146317859796,CPF87,Aluno 87,01/01/1990
6dc943c9-4506-42e8-a623-d65114fc6845,CPF88,Aluno 88,01/01/1990
77dd384f-78fe-45de-a178-8d64a55e6b2b,CPF89,Aluno 89,01/01/1990
fac0c86c-dbfd-43a4-b769-de61e16dea9f,CPF90,Aluno 90,01/01/1990
4095be4f-8f1f-449d-9685-c74a2e95be4e,CPF91,Aluno 91,01/01/1990
39cb1e63-237e-45b0-89dd-b3564f3eba5b,CPF92,Aluno 92,01/01/1990
4f0739dc-bd9b-4970-bf76-f484cd99ff24,CPF93,Aluno 93,01/01/1990
a2b517b7-c108-4548-867f-346614d09cc6,CPF94,Aluno 94,01/01/1990
c5b128f8-020d-466c-9959-59b991f0af92,CPF95,Aluno 95,01/01/1990
68d794a6-525c-4509-bd34-4854c483074b,CPF96,Aluno 96,01/01/1990
c1d408ae-1438-485c-bc5f-93abbc8904a6,CPF97,Aluno 97,01/01/1990
f197d268-97e6-4004-b6ad-290a32d66968,CPF98,Aluno 98,01/01/1990
3f5c7e1d-0256-4dd2-8b23-bbc6b3c45be5,CPF99,Aluno 99,01/01/1990
47192e37-8f0b-482d-a704-d6a122be7cd5,CPF100,Aluno 100,01/01/1990
98e7ca4e-d1d4-457a-b1a4-eac0b68d215c,CPF101,Aluno 101,01/01/1990
7a16c699-e3c6-48e0-9f74-001a118c7ff7,CPF102,Aluno 102,01/01/1990
632b8497-9be7-44d9-8487-94670a5e1d9e,CPF103,Aluno 103,01/01/1990
e01b37ea-e2c8-4a1d-a560-20a5eb53d16a,CPF104,Aluno 104,01/01/1990
d114fe09-b83c-4fd8-a2f4-96418353c82f,CPF105,Aluno 105,01/01/1990
549077c7-ac76-40a5-bb91-880176c861d5,CPF106,Aluno 106,01/01/1990
fe9caa0a-9bb0-4cc5-9c38-9fd5c731f977,CPF107,Aluno 107,01/01/1990
2f1321bb-ee91-4bfc-95c1-d86a12b2b02c,CPF108,Aluno 108,01/01/1990
7f2e657b-c343-4d91-9949-b9245ccd2638,CPF109,Aluno 109,01/01/1990
81530d9c-08c9-421b-a7e3-3779c11ca545,CPF110,Aluno 110,01/01/1990
f35f9085-e8a5-421d-9a5c-de1a62616609,CPF111,Aluno 111,01/01/1990
cf2cba38-1eed-4e92-832c-3b420ec9c959,CPF112,Aluno 112,01/01/1990
cae34988-a687-4bb9-9943-d6f00746b403,CPF113,Aluno 113,01/01/1990
dbba4f5a-e032-4d75-8936-caa14de2fbb3,CPF114,Aluno 114,01/01/1990
4f8a6778-9159-4503-87e9-43a7f5610c01,CPF115,Aluno 115,01/01/1990
a62d3e0a-a50c-4177-96c6-4fcbc296239f,CPF116,Aluno 116,01/01/1990
c27effe5-8e7c-4785-982d-684efaff0c8a,CPF117,Aluno 117,01/01/1990
8115e1fd-ce9f-4072-97f4-8062e49818be,CPF118,Aluno 118,01/01/1990
5a89b174-d981-4577-8367-b1f03e963a68,CPF119,Aluno 119,01/01/1990
c608935e-2e36-42af-b1a9-209a18e29c2c,CPF120,Aluno 120,01/01/1990
50599be0-c993-4f26-b208-f4516dd173a1,CPF121,Aluno 121,01/01/1990
860af3c0-4033-4ccf-bcf7-cf9ea7b47e01,CPF122,Aluno 122,01/01/1990
4d26cc9f-16ae-4be0-b546-c79b50365952,CPF123,Aluno 123,01/01/1990
9675e0d7-9bf9-4d4b-bc74-f882a5f04753,CPF124,Aluno 124,01/01/1990
5c447092-53b3-49b1-9041-e3362bab6ae0,CPF125,Aluno 125,01/01/1990
62fdabe8-9d0a-4e37-a828-783b4f49ad73,CPF126,Aluno 126,01/01/1990
9fb86804-00a1-4d69-9913-8458a3f8d066,CPF127,Aluno 127,01/01/1990
2b0b809a-fd14-4b08-ab6b-11f643179180,CPF128,Aluno 128,01/01/1990
0f43e5ba-71d3-4a33-abe0-8ac10f070953,CPF129,Aluno 129,01/01/1990
cf6de7b8-00ea-450e-942b-aafb82d1e43c,CPF130,Aluno 130,01/01/1990
e57624ea-9a9e-4d3d-924b-d8cb5a506318,CPF131,Aluno 131,01/01/1990
a6a77916-5b09-489e-8eec-f6ac1b56c9cf,CPF132,Aluno 132,01/01/1990
7d0c41d7-9dca-4809-906c-92f488154165,CPF133,Aluno 133,01/01/1990
0c5e706e-d92e-40b4-8ad1-bdc369272d2d,CPF134,Aluno 134,01/01/1990
f8c4324e-2a86-493d-a9b0-cf7ee97aebbd,CPF135,Aluno 135,01/01/1990
2d9cb69a-99de-4234-bf0a-2cdfbb2ea7ae,CPF136,Aluno 136,01/01/1990
42e9256f-ae01-4ccd-8ee5-a5d9405faac6,CPF137,Aluno 137,01/01/1990
946a8842-7c75-4fba-937a-222d4199791b,CPF138,Aluno 138,01/01/1990
72f6684e-9768-41e5-b5af-458af8e7957c,CPF139,Aluno 139,01/01/1990
87b9e619-41e2-45e6-983a-273a4a9a4710,CPF140,Aluno 140,01/01/1990
cd563876-4650-46c6-94d1-8b1e84e652ba,CPF141,Aluno 141,01/01/1990
43df7e53-252a-4a01-9e61-b672ee3e18a9,CPF142,Aluno 142,01/01/1990
b68a4713-19f1-4498-8abb-ca042b8dd261,CPF143,Aluno 143,01/01/1990
b9d26f93-36b4-4a9d-8b24-36e53b9ef8da,CPF144,Aluno 144,01/01/1990
d58f6af3-db5a-45d4-860b-591e6ac442f2,CPF145,Aluno 145,01/01/1990
6d5af73c-8b46-4373-8723-d739b3de944b,CPF146,Aluno 146,01/01/1990
030de3b5-cfcb-4828-86c1-6fb1d216ee7d,CPF147,Aluno 147,01/01/1990
4c3ffa9d-630f-44e1-ab7e-1eec6692e94c,CPF148,Aluno 148,01/01/1990
0d52b682-cd41-4c56-ad71-8c752818998b,CPF149,Aluno 149,01/01/1990
4f23ac76-56d9-499d-a1bc-5970bd096bcf,CPF150,Aluno 150,01/01/1990
3efeccad-8930-434d-b185-33f7d8c7a301,CPF151,Aluno 151,01/01/1990
9429e8c3-0c94-4405-9d50-560e6e95c71d,CPF152,Aluno 152,01/01/1990
dec0803f-decc-4547-942a-0e14c443a751,CPF153,Aluno 153,01/01/1990
56074f42-971e-4a15-9521-6bd4bcd389b7,CPF154,Aluno 154,01/01/1990
7fcb4b6a-b22c-429e-a182-faa905162957,CPF155,Aluno 155,01/01/1990
7b9300d1-7cbb-44fc-bd6f-8fbe28b181d7,CPF156,Aluno 156,01/01/1990
9c047868-aa84-4ece-a2cc-9771bb04da5e,CPF157,Aluno 157,01/01/1990
07252e0d-e7e8-42ab-b4fa-caa38e7e38ed,CPF158,Aluno 158,01/01/1990
bca44dd8-d30f-43b7-9480-85ddb5bfff33,CPF159,Aluno 159,01/01/1990
2bf4ee19-eeb9-44c9-8e49-15458ed09834,CPF160,Aluno 160,01/01/1990
cc56b463-9e93-4f50-8d04-862935a948c3,CPF161,Aluno 161,01/01/1990
a6dfe268-ca3f-499b-87b9-936c334792fe,CPF162,Aluno 162,01/01/1990
3565bee1-776e-4f5e-a9ea-4cc5ee7bd9c3,CPF163,Aluno 163,01/01/1990
085ef813-4c94-405a-81d5-47897d6db64d,CPF164,Aluno 164,01/01/1990
b43895c8-4a52-4c65-9a1d-353a7f68e1f4,CPF165,Aluno 165,01/01/1990
6a77e2d8-8621-4c42-b47a-373dd8215ab2,CPF166,Aluno 166,01/01/1990
8e22db0d-c9d4-4856-a58f-8c5504518281,CPF167,Aluno 167,01/01/1990
8eb0e324-2975-4d38-a69f-a56bf1553d5a,CPF168,Aluno 168,01/01/1990
f06a7a37-4175-4172-9257-4454af63139c,CPF169,Aluno 169,01/01/1990
df228018-7b5d-45aa-893c-1ff1e5561cc4,CPF170,Aluno 170,01/01/1990
cc560759-8ada-4c52-9f81-8208e6c92aaf,CPF171,Aluno 171,01/01/1990
5d2a291a-66db-4597-8826-eef2d2d0fe9d,CPF172,Aluno 172,01/01/1990
da5a2a0b-53be-4f99-a2ed-4685b18884de,CPF173,Aluno 173,01/01/1990
90959b15-3aee-4d99-98a5-ff9a46ad31e2,CPF174,Aluno 174,01/01/1990
88e68d49-933d-404f-843a-a911cee80e6f,CPF175,Aluno 175,01/01/1990
5e61f13f-c433-478c-b6f0-451491ddfec7,CPF176,Aluno 176,01/01/1990
b9187614-a7d7-4a2c-b54b-84de939f14f2,CPF177,Aluno 177,01/01/1990
df271d95-0f96-47c2-bddc-a602406b43ea,CPF178,Aluno 178,01/01/1990
fc024e06-1189-4454-a751-5675c9d9a598,CPF179,Aluno 179,01/01/1990
4bc146bd-e67a-4fca-b3fb-2a71974d566d,CPF180,Aluno 180,01/01/1990
0e161d7c-ee57-4434-beec-42bb767975bd,CPF181,Aluno 181,01/01/1990
80adcd2a-1455-4789-82b5-e1601144cd24,CPF182,Aluno 182,01/01/1990
6b86b3d3-66e2-4c71-bc19-c409c747e516,CPF183,Aluno 183,01/01/1990
a8215c5d-5939-40d0-a9ed-f0b8ea53f00c,CPF184,Aluno 184,01/01/1990
e8ff2888-0721-463b-a7ca-67c6394ff9e6,CPF185,Aluno 185,01/01/1990
260f11e0-d28e-49c8-9e43-876918aceaf5,CPF186,Aluno 186,01/01/1990
4965dbec-c102-4e23-8a92-4d568d20ba51,CPF187,Aluno 187,01/01/1990
1b04e366-59ce-4ef8-b6c9-bcfaf486302f,CPF188,Aluno 188,01/01/1990
708205c8-9a48-40d5-8269-bd1a7d6366d0,CPF189,Aluno 189,01/01/1990
e9f8d608-96cc-4af2-8268-d532408695f6,CPF190,Aluno 190,01/01/1990
531a5929-a001-425f-a748-88838a701595,CPF191,Aluno 191,01/01/1990
5a44208e-bdbf-4be3-a9c7-22bb7519972b,CPF192,Aluno 192,01/01/1990
b3e89eb8-896c-4c3a-b190-b70f79674707,CPF193,Aluno 193,01/01/1990
db969cd4-74ff-4f9c-9d6b-c83773500c74,CPF194,Aluno 194,01/01/1990
c2f89410-170f-4d50-b38c-e7e4876c0948,CPF195,Aluno 195,01/01/1990
eea9bbde-8344-4e28-9ed9-ed5a70821fb2,CPF196,Aluno 196,01/01/1990
943419bb-8909-436b-b78a-c3a404d234eb,CPF197,Aluno 197,01/01/1990
0cf2a936-da09-4c3e-93b1-46da1f24072d,CPF198,Aluno 198,01/01/1990
de0577f9-82c8-487e-a154-c59d1b01ed99,CPF199,Aluno 199,01/01/1990
34f4ce54-e112-4f9d-905e-6f8a4193a76d,CPF200,Aluno 200,01/01/1990
0c6c2b0f-6603-4584-a020-0cdb30f12a3a,CPF201,Aluno 201,01/01/1990
227066fd-f14b-4f03-91d2-7a4931d73a52,CPF202,Aluno 202,01/01/1990
0e5915d0-9a26-4bb9-b8c7-8f7d9b1eb4af,CPF203,Aluno 203,01/01/1990
280b0cd1-9b0a-49ff-acee-77d3fa6d7585,CPF204,Aluno 204,01/01/1990
34f88cbf-9870-463f-a3c3-12e607a40f4a,CPF205,Aluno 205,01/01/1990
4d9f9087-71cc-4dea-92b1-9e8e06bcae65,CPF206,Aluno 206,01/01/1990
f80e030f-1453-4bf5-a0a6-513fd26de966,CPF207,Aluno 207,01/01/1990
bbc2eb25-dc3e-4b92-883a-a683bce7bc03,CPF208,Aluno 208,01/01/1990
3fa04ac5-9400-4019-8812-ddced652e459,CPF209,Aluno 209,01/01/1990
99c13d38-67b6-4189-b678-6bc6db6deeab,CPF210,Aluno 210,01/01/1990
27e1dc5e-54d9-4019-8cd8-b73b6e899d87,CPF211,Aluno 211,01/01/1990
31a600b3-ffa1-4fa4-8dee-12d09890bc86,CPF212,Aluno 212,01/01/1990
580dfb8b-96d5-4351-a666-c61ae453ed6a,CPF213,Aluno 213,01/01/1990
ee4c556c-79a7-44a4-89ac-27c01e0bb7f4,CPF214,Aluno 214,01/01/1990
c79e5e71-74d0-4dfb-b943-b8017fdd533c,CPF215,Aluno 215,01/01/1990
80a52359-7c73-4080-882c-810e96be1668,CPF216,Aluno 216,01/01/1990
ff2394e1-1fac-4eb6-9ae5-f1c2ed60bd66,CPF217,Aluno 217,01/01/1990
d9c7e638-4d05-475c-bfa7-4aeffca5a61d,CPF218,Aluno 218,01/01/1990
8db0d894-9a93-4db6-a3ea-3aa5675496c4,CPF219,Aluno 219,01/01/1990
4cce0ba7-d6e6-4982-a623-7bf77711d067,CPF220,Aluno 220,01/01/1990
93487b7b-ef53-4956-88fb-03300ead2bab,CPF221,Aluno 221,01/01/1990
a8776455-0f0d-4867-95ec-73c11e9e5313,CPF222,Aluno 222,01/01/1990
ba86e8d0-32cc-4496-bb5c-5bfe8f79a26e,CPF223,Aluno 223,01/01/1990
bf2922d9-3026-4558-9a31-f908c0dfcc68,CPF224,Aluno 224,01/01/1990
a64c3fd2-ef29-4d25-b226-d3fa88738e7c,CPF225,Aluno 225,01/01/1990
ef2fbcf1-174b-4275-9b3a-a49f9884b85e,CPF226,Aluno 226,01/01/1990
0a295bae-7637-4ef9-93a1-4dd09db71a28,CPF227,Aluno 227,01/01/1990
1e6699c4-3b91-4b27-a5e3-73e2ebc79d37,CPF228,Aluno 228,01/01/1990
f5257c1e-b47a-49ec-8e8d-a92f816f24a2,CPF229,Aluno 229,01/01/1990
2af5e90d-f976-4b15-8407-6a5bf50c3228,CPF230,Aluno 230,01/01/1990
0cef5e59-2ce1-41d1-9d37-7759a3e49dae,CPF231,Aluno 231,01/01/1990
6af3a55c-9ab6-4dc4-bfd4-b44d8de1e856,CPF232,Aluno 232,01/01/1990
972a5dd3-f59b-44b2-b1c7-a467741da537,CPF233,Aluno 233,01/01/1990
5614b0f1-05ed-47a5-a664-507005b8a2dc,CPF234,Aluno 234,01/01/1990
27943fde-0819-4628-b372-7de8af9e4e24,CPF235,Aluno 235,01/01/1990
ab475b88-47e8-4cc3-9b35-e1311c8abb00,CPF236,Aluno 236,01/01/1990
c4902805-1760-402c-b1a6-62e28b2e615a,CPF237,Aluno 237,01/01/1990
3834ee4b-b7f9-402b-bed0-c661b60e9401,CPF238,Aluno 238,01/01/1990
a13c7dda-71d9-46b5-850f-7ff468aee82a,CPF239,Aluno 239,01/01/1990
f2307665-4810-45da-bf97-7da7832632bf,CPF240,Aluno 240,01/01/1990
5492f8de-09be-48ef-914f-fe89c3ddd4af,CPF241,Aluno 241,01/01/1990
9e821f33-dcf5-453e-8156-38bf8da1e476,CPF242,Aluno 242,01/01/1990
c9c45d55-ef25-4ada-b392-6ed2d2d1159b,CPF243,Aluno 243,01/01/1990
65a6b896-1344-46af-b519-fb179762b841,CPF244,Aluno 244,01/01/1990
bc3229e7-3d03-4db2-aa50-c718218c9ced,CPF245,Aluno 245,01/01/1990
5f0beffb-2e72-4bad-9467-c201a8916e8c,CPF246,Aluno 246,01/01/1990
85c3ab48-5ee4-4f13-b49d-53993e1d1346,CPF247,Aluno 247,01/01/1990
0aeaf4b9-c305-4396-bab3-93d51cb3b954,CPF248,Aluno 248,01/01/1990
97d28eba-d3f1-486f-b3a0-a4d3a7acffcd,CPF249,Aluno 249,01/01/1990
bf6b7040-73f7-4582-8c91-c720f224df42,CPF250,Aluno 250,01/01/1990
25d84a19-afb2-4a69-99f1-169f08456d0f,CPF251,Aluno 251,01/01/1990
0985f14d-b29d-4d4c-a596-953fed7cfdc5,CPF252,Aluno 252,01/01/1990
4d936017-0bca-42af-9f34-1748471e1e76,CPF253,Aluno 253,01/01/1990
4631ae9b-9b25-42c1-9b3e-31f9715c1869,CPF254,Aluno 254,01/01/1990
ab1fd6d8-be39-4e52-9b6c-4b75b527e921,CPF255,Aluno 255,01/01/1990
c98bf6e3-8f80-47fe-bf8a-40447e358aa5,CPF256,Aluno 256,01/01/1990
8c6313e3-dc07-438e-ada3-75d292557f3e,CPF257,Aluno 257,01/01/1990
1f4e9110-3f64-42f4-ab18-9ff82c587761,CPF258,Aluno 258,01/01/1990
aabf3e35-f603-4f0f-8526-b0e3ef4211db,CPF259,Aluno 259,01/01/1990
fe239f0b-705a-4e46-a51b-d1d730d8e1e7,CPF260,Aluno 260,01/01/1990
fc8644f8-279f-4e7b-b06a-e7a118bb5023,CPF261,Aluno 261,01/01/1990
d2a5a59e-60d3-4c53-92cd-a8ff5704fa29,CPF262,Aluno 262,01/01/1990
d56e6d95-953a-4257-8bfa-ae52ade52d28,CPF263,Aluno 263,01/01/1990
6d87b7bb-512e-4389-8831-fcac8de9d149,CPF264,Aluno 264,01/01/1990
557bcc5c-a0b0-4350-b0ee-fc031dba8dca,CPF265,Aluno 265,01/01/1990
089da48d-e0c3-4075-886a-8cef83ddc74e,CPF266,Aluno 266,01/01/1990
a3210dfc-0bc2-4b8b-a3d4-33a12f7cb455,CPF267,Aluno 267,01/01/1990
316fbbd1-a161-4312-a342-7970301f63c4,CPF268,Aluno 268,01/01/1990
f1532153-5438-45b8-abe1-0d7a1eb2eed5,CPF269,Aluno 269,01/01/1990
ef37d0a9-95ab-4c8f-ae9e-67e6cddfaf87,CPF270,Aluno 270,01/01/1990
314a1ba0-0597-490d-b667-edabe33add26,CPF271,Aluno 271,01/01/1990
ead90bb2-9658-45c4-8f4d-6813f0981a9f,CPF272,Aluno 272,01/01/1990
387e49b8-78c0-4639-9832-82cf467d5dc6,CPF273,Aluno 273,01/01/1990
334ee2ca-588d-4743-b1b3-48ef94c1c18a,CPF274,Aluno 274,01/01/1990
11ddad41-e515-4e27-932e-0a08eb853a0a,CPF275,Aluno 275,01/01/1990
56dd64ba-15a8-4e7a-b15a-2f95a86c16b8,CPF276,Aluno 276,01/01/1990
e2baec1a-e1bb-4e8b-91d4-fb4daa3b79c6,CPF277,Aluno 277,01/01/1990
14b852e5-f66d-468d-9d71-404a8196e4c1,CPF278,Aluno 278,01/01/1990
581d9288-5347-420c-b214-222adedba7fb,CPF279,Aluno 279,01/01/1990
773ec00a-72a0-4436-bb90-226c91f815bb,CPF280,Aluno 280,01/01/1990
1075b772-ea91-4fda-9045-421a5f42257b,CPF281,Aluno 281,01/01/1990
91d2c830-9e8d-4739-98b2-54a485513e39,CPF282,Aluno 282,01/01/1990
57372765-c3fa-4ffc-92c1-3b9e213c9686,CPF283,Aluno 283,01/01/1990
9a458c56-c788-4ea0-9266-86750669f14f,CPF284,Aluno 284,01/01/1990
b01c3865-35de-497f-8339-ee9e773750d7,CPF285,Aluno 285,01/01/1990
8a970ea6-f26d-4f60-94cb-49d3b977e667,CPF286,Aluno 286,01/01/1990
6735ffb8-e512-4c92-a295-3727e8e162c4,CPF287,Aluno 287,01/01/1990
5d84ca38-0118-411b-bbe2-48a37d68e3e9,CPF288,Aluno 288,01/01/1990
1dd06b0f-3ad7-4f15-b01d-5df36415e2b2,CPF289,Aluno 289,01/01/1990
5552c1e3-8342-4f3f-8671-8054c01ac7fd,CPF290,Aluno 290,01/01/1990
250f43ae-fe2a-402d-896d-b6731eed5a4f,CPF291,Aluno 291,01/01/1990
7c3c64a5-c888-4867-82af-bc97195d6e95,CPF292,Aluno 292,01/01/1990
69f40dcf-4b87-43b2-8ddf-9a5b0c43aea7,CPF293,Aluno 293,01/01/1990
7e6e03d6-c474-41c5-b5b5-7460b57a790c,CPF294,Aluno 294,01/01/1990
3f0c5181-b50f-4a4e-9a46-ae5c83ae6417,CPF295,Aluno 295,01/01/1990
f5ffb532-fb2a-4343-94c4-bd2aeeca631f,CPF296,Aluno 296,01/01/1990
1e5a6567-a4b8-4a19-80c4-e7075ef680b0,CPF297,Aluno 297,01/01/1990
6bea7fe7-b7fd-49ee-a222-79ec50406320,CPF298,Aluno 298,01/01/1990
916202cd-0cdc-458a-8360-7eed147db2cd,CPF299,Aluno 299,01/01/1990
1d81b4cf-a9dc-4b8e-824e-782c6d6c8003,CPF300,Aluno 300,01/01/1990
0260997e-d8bf-48cb-b2fa-75cf8bf02f55,CPF301,Aluno 301,01/01/1990
7c438859-9216-452f-aa6e-71567c6c7dfb,CPF302,Aluno 302,01/01/1990
fc74933f-2a93-4825-b7c9-c60ae8772429,CPF303,Aluno 303,01/01/1990
